Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
912,20,RL,,9286,,IR1,Lvl,CulDSac,Mod,CollgCr,Norm,1Fam,1Story,5,7,1977,1989,Gable,HdBoard,Plywood,,0.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,Unf,1072,1268,TA,Y,SBrkr,1268,0,1268,0,0,1,1,3,1,Gd,5,Typ,0,,Detchd,1978.0,Unf,1,252,TA,TA,Y,173,0,0,None,10,2009,WD,Normal,143500
913,30,RM,51.0,6120,,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,5,7,1925,1950,Gable,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,279,768,TA,N,SBrkr,1015,0,1015,0,0,1,0,3,1,TA,6,Min1,0,,Detchd,1925.0,Unf,1,450,TA,TA,Y,0,0,1,MnPrv,7,2006,WD,Other,88000
914,90,RH,82.0,6270,,Reg,HLS,Inside,Gtl,Crawfor,Norm,Duplex,2Story,5,6,1949,1950,Gable,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,717,1001,TA,N,FuseA,1001,1001,2002,0,0,2,0,4,0,TA,8,Typ,0,,2Types,1949.0,Unf,3,871,TA,TA,Y,0,0,0,None,8,2007,WD,Normal,145000
915,160,FV,30.0,3000,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,318,612,Ex,Y,SBrkr,612,612,1224,0,0,2,1,2,1,Gd,4,Typ,0,,Detchd,2009.0,RFn,2,528,TA,TA,Y,0,234,0,None,6,2009,New,Partial,173733
916,160,RM,21.0,2001,,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CemntBd,CmentBd,BrkFace,80.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,546,546,Fa,Y,SBrkr,546,546,1092,0,0,1,1,3,1,TA,6,Typ,0,,Attchd,1970.0,Unf,1,286,TA,TA,Y,0,0,0,None,1,2007,WD,Normal,75000
917,20,C (all),50.0,9000,,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,1Story,2,3,1949,1950,Gable,AsbShng,AsbShng,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,430,480,TA,N,FuseA,480,0,480,1,0,0,0,1,1,TA,4,Typ,0,,Detchd,1958.0,Unf,1,308,TA,TA,Y,0,0,0,None,10,2006,WD,Other,35311
918,20,RL,,17140,,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,6,1956,1956,Gable,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,75,1134,Ex,Y,FuseA,1229,0,1229,0,0,1,0,3,1,TA,6,Typ,0,,Attchd,1956.0,RFn,1,284,TA,TA,Y,0,0,0,None,4,2009,WD,Normal,135000
919,60,RL,103.0,13125,,IR1,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,2Story,7,5,1991,1991,Gable,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Ex,TA,Mn,BLQ,GLQ,422,1104,Ex,Y,SBrkr,912,1215,2127,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1991.0,RFn,3,833,TA,TA,Y,72,192,1,GdPrv,11,2007,WD,Normal,238000
920,20,RL,87.0,11029,,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,8,1958,2002,Hip,MetalSd,MetalSd,,0.0,Ex,TA,CBlock,Gd,TA,No,ALQ,BLQ,245,1184,Ex,Y,SBrkr,1414,0,1414,1,0,1,0,3,1,TA,6,Min1,1,TA,Attchd,1990.0,Unf,2,601,TA,TA,Y,0,51,0,None,5,2008,WD,Normal,176500
921,60,RL,70.0,8462,,IR1,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,2Story,6,5,1994,1994,Gable,HdBoard,HdBoard,BrkFace,105.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,Unf,114,928,Ex,Y,SBrkr,936,785,1721,0,1,2,1,3,1,Gd,7,Typ,0,,Attchd,1994.0,RFn,2,471,TA,TA,Y,300,87,0,None,7,2007,WD,Normal,201000
922,90,RL,67.0,8777,,Reg,Lvl,Inside,Gtl,Edwards,Feedr,Duplex,1.5Fin,5,7,1900,2003,Gable,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,188,1272,Gd,Y,SBrkr,1272,928,2200,2,0,2,2,4,0,TA,9,Typ,0,,,,,0,0,Other,Other,N,0,70,0,GdPrv,9,2008,WD,Normal,145900
923,20,RL,65.0,10237,,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,1Story,6,5,2005,2006,Gable,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1288,1316,Ex,Y,SBrkr,1316,0,1316,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2,397,TA,TA,Y,100,0,0,None,10,2006,New,Partial,169990
924,120,RL,50.0,8012,,Reg,Lvl,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,5,1993,1994,Gable,Plywood,Plywood,,0.0,Gd,TA,PConc,Gd,TA,No,LwQ,GLQ,598,1604,Ex,Y,SBrkr,1617,0,1617,1,0,2,0,2,1,Gd,5,Typ,1,Fa,Attchd,1993.0,RFn,2,533,TA,TA,Y,0,69,0,None,7,2008,WD,Normal,193000
925,20,RL,79.0,10240,,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,6,1980,1980,Gable,Plywood,Plywood,BrkFace,157.0,TA,Gd,CBlock,Gd,TA,No,BLQ,LwQ,0,1686,TA,Y,SBrkr,1686,0,1686,1,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2,612,TA,TA,Y,384,131,0,None,5,2006,WD,Normal,207500
926,20,RL,,15611,,IR1,Lvl,Corner,Gtl,NWAmes,Norm,1Fam,1Story,5,6,1977,1977,Gable,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,LwQ,266,1126,TA,Y,SBrkr,1126,0,1126,0,1,2,0,3,1,Ex,6,Typ,0,,Attchd,1977.0,RFn,2,540,TA,TA,Y,180,0,0,None,3,2008,WD,Other,175000
927,60,RL,93.0,11999,,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2003,2004,Hip,VinylSd,VinylSd,BrkFace,340.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1181,1181,Ex,Y,SBrkr,1234,1140,2374,0,0,2,1,4,1,Ex,10,Typ,1,Gd,BuiltIn,2003.0,Fin,3,656,TA,TA,Y,104,100,0,None,5,2007,WD,Normal,285000
928,60,RL,,9900,,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,1Fam,2Story,7,5,1968,1968,Gable,MetalSd,MetalSd,BrkFace,342.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,280,832,Gd,Y,SBrkr,1098,880,1978,0,0,2,1,4,1,TA,9,Typ,1,Gd,Attchd,1968.0,RFn,2,486,TA,TA,Y,0,43,0,GdPrv,4,2008,WD,Normal,176000
929,20,RL,,11838,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,8,5,2001,2001,Hip,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1753,1753,Ex,Y,SBrkr,1788,0,1788,0,0,2,0,3,1,Ex,7,Typ,1,TA,Attchd,2001.0,RFn,2,522,TA,TA,Y,202,151,0,None,6,2009,WD,Normal,236500
930,60,RL,,13006,,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1997,1997,Gable,HdBoard,HdBoard,BrkFace,285.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,964,964,Gd,Y,SBrkr,993,1243,2236,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,1997.0,Fin,2,642,TA,TA,Y,0,0,0,None,11,2006,WD,Normal,222000
931,20,RL,73.0,8925,,IR1,HLS,Inside,Gtl,Timber,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1450,1466,Ex,Y,SBrkr,1466,0,1466,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,Fin,3,610,TA,TA,Y,100,18,0,None,7,2009,WD,Normal,201000
932,20,RL,70.0,9100,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1965,1965,Gable,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Rec,121,925,Ex,Y,SBrkr,925,0,925,0,1,1,0,2,1,TA,5,Typ,0,,Detchd,1965.0,Unf,1,429,TA,TA,Y,0,0,0,GdWo,7,2009,WD,Normal,117500
933,20,RL,84.0,11670,,IR1,Lvl,Corner,Gtl,Somerst,RRNn,1Fam,1Story,9,5,2006,2006,Hip,VinylSd,ImStucc,Stone,302.0,Ex,TA,PConc,Ex,Gd,No,Unf,Unf,1905,1905,Ex,Y,SBrkr,1905,0,1905,0,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2006.0,Fin,3,788,TA,TA,Y,0,191,0,None,3,2007,WD,Normal,320000
934,20,RL,63.0,8487,,Reg,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1480,1500,Ex,Y,SBrkr,1500,0,1500,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2004.0,RFn,2,570,TA,TA,Y,192,36,0,None,8,2009,WD,Normal,190000
935,20,RL,313.0,27650,,IR2,HLS,Inside,Mod,NAmes,PosA,1Fam,1Story,7,7,1960,2007,Flat,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,160,585,Ex,Y,SBrkr,2069,0,2069,1,0,2,0,4,1,Gd,9,Typ,1,Gd,Attchd,1960.0,RFn,2,505,TA,TA,Y,0,0,0,None,11,2008,WD,Normal,242000
936,30,RL,52.0,5825,,IR1,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,4,5,1926,1953,Gable,MetalSd,MetalSd,BrkFace,108.0,TA,Gd,PConc,Fa,TA,Mn,Unf,Unf,600,600,Gd,Y,SBrkr,747,0,747,0,0,1,0,1,1,TA,5,Typ,0,,Detchd,1953.0,Unf,2,528,TA,TA,Y,0,0,1,None,6,2006,WD,Normal,79900
937,20,RL,67.0,10083,,Reg,Lvl,Inside,Gtl,SawyerW,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,343,1176,Ex,Y,SBrkr,1200,0,1200,1,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2003.0,RFn,2,555,TA,TA,Y,0,41,0,None,8,2009,WD,Normal,184900
938,60,RL,75.0,9675,,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2005,2005,Gable,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,772,1113,Ex,Y,SBrkr,1113,858,1971,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,RFn,2,689,TA,TA,Y,0,48,0,None,2,2009,WD,Normal,253000
939,60,RL,73.0,8760,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2006,2006,Gable,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,927,1391,Ex,Y,SBrkr,1391,571,1962,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2006.0,RFn,3,868,TA,TA,Y,0,90,0,None,8,2006,New,Partial,239799
940,70,RL,,24090,,Reg,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,2Story,7,7,1940,1950,Gable,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,Unf,Unf,1032,1032,Ex,Y,SBrkr,1207,1196,2403,0,0,2,0,4,1,TA,10,Typ,2,TA,Attchd,1940.0,Unf,1,349,TA,TA,Y,56,0,1,None,6,2010,COD,Normal,244400
941,90,RL,55.0,12640,,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Duplex,1Story,6,5,1976,1976,Gable,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,Gd,Rec,LwQ,396,1728,TA,Y,SBrkr,1728,0,1728,0,0,2,0,4,0,TA,8,Typ,0,,Attchd,1976.0,Unf,2,574,TA,TA,Y,40,0,0,None,7,2006,WD,Normal,150900
942,60,RL,,8755,,IR1,Lvl,FR2,Gtl,Gilbert,RRNn,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,298.0,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,220,992,Ex,Y,SBrkr,1022,1038,2060,1,0,2,1,3,1,Gd,8,Typ,1,TA,BuiltIn,1999.0,RFn,2,390,TA,TA,Y,0,0,0,GdPrv,6,2009,WD,Normal,214000
943,90,RL,42.0,7711,,IR1,Lvl,Inside,Gtl,Edwards,Norm,Duplex,1Story,4,3,1977,1977,Gable,MetalSd,MetalSd,,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,0,1440,TA,Y,SBrkr,1440,0,1440,2,0,2,0,4,0,TA,8,Typ,0,,,,,0,0,Other,Other,N,321,0,0,None,8,2007,Other,Other,150000
944,90,RL,100.0,25000,,Reg,Low,Inside,Gtl,Mitchel,Norm,Duplex,1Story,5,4,1967,1967,Gable,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,Av,Unf,Unf,1632,1632,TA,Y,SBrkr,1632,0,1632,0,0,2,0,4,0,TA,8,Typ,0,,Attchd,1967.0,Unf,2,576,TA,TA,P,0,0,0,None,6,2007,WD,Normal,143000
945,20,RL,,14375,,IR1,Lvl,CulDSac,Gtl,Timber,Norm,1Fam,SLvl,6,6,1958,1958,Gable,HdBoard,HdBoard,BrkFace,541.0,TA,TA,CBlock,TA,TA,No,GLQ,Rec,354,819,Gd,Y,FuseA,1344,0,1344,0,1,1,0,3,1,Gd,7,Typ,1,Gd,Basment,1958.0,RFn,2,525,TA,TA,Y,0,118,0,None,1,2009,COD,Other,137500
946,50,RM,98.0,8820,,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1.5Fin,5,6,1890,1996,Hip,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,Unf,0,1088,TA,Y,SBrkr,1188,561,1869,0,0,1,0,2,1,TA,7,Typ,0,,Detchd,1963.0,Unf,2,456,TA,TA,Y,48,0,1,MnWw,9,2009,WD,Normal,124900
947,80,RL,70.0,8163,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,SLvl,5,6,1959,1959,Gable,HdBoard,HdBoard,BrkFace,128.0,TA,Gd,CBlock,TA,TA,Av,ALQ,BLQ,102,1144,TA,Y,SBrkr,1144,0,1144,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1959.0,RFn,1,796,TA,TA,Y,86,0,0,None,3,2006,WD,Normal,143000
948,20,RL,85.0,14536,,Reg,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,8,5,2002,2003,Hip,VinylSd,VinylSd,BrkFace,236.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,316,1616,Ex,Y,SBrkr,1629,0,1629,1,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2002.0,Fin,3,808,TA,TA,Y,0,252,0,None,11,2007,WD,Normal,270000
949,60,RL,65.0,14006,,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,144.0,Gd,TA,PConc,Gd,TA,,Unf,Unf,936,936,Ex,Y,SBrkr,936,840,1776,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2002.0,RFn,2,474,TA,TA,Y,144,96,0,None,2,2006,WD,Normal,192500
950,20,RL,78.0,9360,,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,7,1972,2006,Hip,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,179,1161,TA,Y,SBrkr,1381,0,1381,1,0,1,1,3,1,Gd,5,Typ,1,TA,Attchd,1972.0,RFn,2,676,TA,TA,Y,0,0,0,None,3,2010,WD,Normal,197500
951,20,RL,60.0,7200,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,8,1950,2002,Gable,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,317,864,Gd,Y,SBrkr,864,0,864,1,0,1,0,3,1,Gd,5,Typ,0,,Detchd,1980.0,RFn,2,720,TA,TA,Y,194,0,0,None,7,2007,WD,Normal,129000
952,20,RH,60.0,7800,,Reg,Lvl,Corner,Gtl,SawyerW,Norm,1Fam,1Story,5,5,1965,1965,Gable,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,187,828,Gd,Y,SBrkr,965,0,965,1,0,1,0,3,1,TA,6,Typ,0,,Detchd,1979.0,Unf,1,300,TA,TA,Y,421,0,0,MnPrv,7,2006,WD,Other,119900
953,85,RL,60.0,7200,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,SFoyer,5,8,1972,2003,Gable,WdShing,HdBoard,,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,108,768,Gd,Y,SBrkr,768,0,768,0,1,1,0,2,1,TA,5,Typ,0,,Detchd,1974.0,Fin,1,396,TA,TA,Y,192,0,0,MnPrv,4,2009,WD,Normal,133900
954,60,RL,,11075,,IR1,Lvl,Inside,Mod,Mitchel,Norm,1Fam,2Story,5,4,1969,1969,Gable,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,Av,ALQ,LwQ,29,784,Ex,Y,SBrkr,1168,800,1968,0,1,2,1,4,1,TA,7,Min2,1,Po,Attchd,1969.0,RFn,2,530,TA,TA,Y,305,189,0,MnPrv,9,2008,WD,Normal,172000
955,90,RL,35.0,9400,,IR1,Lvl,CulDSac,Gtl,Edwards,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,WdShing,Plywood,BrkFace,250.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,Unf,0,945,TA,Y,SBrkr,980,0,980,0,1,2,0,4,0,TA,4,Typ,0,,,,,0,0,Other,Other,Y,0,0,0,None,10,2006,WD,Other,127500
956,90,RH,82.0,7136,,IR1,HLS,Inside,Gtl,Crawfor,Norm,Duplex,2Story,6,6,1946,1950,Gable,MetalSd,MetalSd,BrkFace,423.0,TA,TA,CBlock,Gd,TA,No,Rec,Unf,495,979,TA,N,FuseF,979,979,1958,0,0,2,0,4,0,TA,8,Typ,0,,Attchd,1946.0,Unf,2,492,TA,TA,Y,0,0,0,None,8,2007,WD,Normal,145000
957,160,RM,24.0,1300,,Reg,Lvl,Inside,Gtl,Blueste,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,276,561,TA,Y,SBrkr,561,668,1229,0,0,1,1,2,1,TA,5,Typ,1,TA,Attchd,1980.0,Fin,2,462,TA,TA,Y,150,0,0,GdPrv,5,2009,WD,Normal,124000
958,20,RL,70.0,7420,,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,5,1962,1962,Hip,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,640,1057,TA,Y,SBrkr,1057,0,1057,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1977.0,Fin,2,576,TA,TA,Y,0,0,0,None,4,2007,WD,Normal,132000
959,20,RL,65.0,8450,,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,638,1337,Ex,Y,SBrkr,1337,0,1337,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2003.0,RFn,2,531,TA,TA,Y,0,39,0,None,10,2007,WD,Normal,185000
960,160,FV,24.0,2572,,Reg,Lvl,FR2,Gtl,Somerst,Norm,Twnhs,2Story,7,5,1999,1999,Hip,MetalSd,MetalSd,,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,92,696,Ex,Y,SBrkr,696,720,1416,1,0,2,1,3,1,Gd,6,Typ,0,,Detchd,1999.0,Unf,2,484,TA,TA,Y,0,44,0,None,5,2010,WD,Normal,155000
961,20,RL,50.0,7207,,IR1,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1Story,5,7,1958,2008,Gable,Wd Sdng,Plywood,,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,Unf,162,858,Gd,Y,SBrkr,858,0,858,1,0,1,0,2,1,TA,4,Typ,0,,,,,0,0,Other,Other,Y,117,0,0,None,2,2010,WD,Normal,116500
962,60,RL,,12227,,IR1,Lvl,Corner,Gtl,NWAmes,PosN,1Fam,2Story,6,7,1977,1995,Gable,HdBoard,HdBoard,BrkFace,424.0,TA,Gd,CBlock,Gd,Gd,No,ALQ,Unf,434,1330,TA,Y,SBrkr,1542,1330,2872,1,0,2,1,4,1,TA,11,Typ,1,TA,Attchd,1977.0,Fin,2,619,TA,TA,Y,550,282,0,None,7,2008,WD,Normal,272000
963,160,RL,24.0,2308,,Reg,Lvl,Corner,Gtl,NPkVill,Norm,TwnhsE,2Story,6,6,1976,1976,Gable,Plywood,Brk Cmn,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,248,804,TA,Y,SBrkr,804,744,1548,1,0,2,1,3,1,Gd,7,Typ,1,TA,Detchd,1976.0,Unf,2,440,TA,TA,Y,48,0,0,None,7,2007,WD,Normal,155000
964,20,RL,122.0,11923,,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,1Story,9,5,2007,2007,Gable,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1800,1800,Ex,Y,SBrkr,1800,0,1800,0,0,2,0,2,1,Ex,7,Typ,0,,Attchd,2007.0,Fin,2,702,TA,TA,Y,288,136,0,None,5,2009,WD,Normal,239000
965,60,RL,80.0,11316,,Reg,Lvl,Corner,Gtl,Timber,Norm,1Fam,2Story,7,5,2002,2003,Gable,VinylSd,VinylSd,BrkFace,44.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,193,817,Ex,Y,SBrkr,824,1070,1894,1,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2002.0,Fin,2,510,TA,TA,Y,0,40,0,None,2,2010,WD,Normal,214900
966,60,RL,65.0,10237,,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,6,5,2005,2007,Gable,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,783,783,Ex,Y,SBrkr,783,701,1484,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2005.0,Fin,2,393,TA,TA,Y,0,72,0,None,7,2007,New,Partial,178900
967,50,RL,130.0,9600,,IR1,HLS,Inside,Gtl,Crawfor,Norm,1Fam,1.5Fin,5,7,1940,1950,Gable,MetalSd,MetalSd,,0.0,Gd,Gd,BrkTil,TA,Fa,No,Rec,Unf,300,728,Ex,Y,SBrkr,976,332,1308,1,0,1,1,2,1,TA,7,Min2,2,TA,Detchd,1940.0,Unf,1,256,TA,TA,Y,0,70,0,None,6,2009,WD,Normal,160000
968,20,RL,,7390,,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1955,1955,Hip,Wd Sdng,Wd Sdng,BrkFace,151.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,196,1098,TA,Y,SBrkr,1098,0,1098,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1955.0,Unf,1,260,TA,TA,Y,0,0,0,None,7,2008,WD,Normal,135000
969,50,RM,50.0,5925,,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,3,6,1910,1950,Gable,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,600,600,Fa,N,SBrkr,600,368,968,0,0,1,0,2,1,TA,6,Typ,0,,,,,0,0,Other,Other,Y,0,0,0,GdWo,5,2009,WD,Other,37900
970,190,RL,75.0,10382,,Reg,Lvl,Inside,Gtl,NAmes,Norm,2fmCon,SLvl,6,5,1958,1958,Hip,HdBoard,HdBoard,BrkFace,105.0,TA,Fa,CBlock,TA,TA,Gd,ALQ,Unf,75,588,TA,Y,SBrkr,1095,0,1095,1,0,1,0,2,1,TA,6,Typ,0,,Attchd,1958.0,RFn,1,264,TA,TA,Y,0,0,0,None,3,2006,Other,Normal,140000
971,50,RL,60.0,10800,,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,4,4,1949,1950,Gable,AsbShng,AsbShng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,720,720,TA,N,FuseA,720,472,1192,0,0,1,1,4,1,TA,6,Typ,0,,,,,0,0,Other,Other,Y,0,0,0,None,12,2006,WD,Other,135000
972,160,RL,36.0,2268,,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,2Story,7,5,2003,2004,Gable,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,197,764,Ex,Y,SBrkr,764,862,1626,0,0,2,0,2,1,Gd,6,Typ,0,,BuiltIn,2003.0,RFn,2,474,TA,TA,Y,0,27,0,None,7,2009,WD,Normal,173000
973,120,RL,55.0,7892,,Reg,Lvl,Inside,Gtl,SawyerW,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,Plywood,Plywood,,0.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,918,918,TA,Y,SBrkr,918,0,918,0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1979.0,Unf,1,264,TA,TA,Y,28,0,0,None,4,2010,WD,Normal,99500
974,20,FV,95.0,11639,,Reg,Lvl,Corner,Gtl,Somerst,Norm,1Fam,1Story,7,5,2007,2008,Gable,CemntBd,CmentBd,,,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1428,1428,Ex,Y,SBrkr,1428,0,1428,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,Fin,2,480,TA,TA,Y,0,120,0,None,12,2008,New,Partial,182000
